Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Flan-T5-Base,MMLU_General,NIV2,QA,8,1,0.342924297,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,9,1,0.343707711,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,10,1,0.342710644,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,11,1,0.330318362,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,12,1,0.331101775,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,13,1,0.331030548,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,14,1,0.333452046,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,15,1,0.329962254,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,16,1,0.329962254,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,17,1,0.330603242,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,18,1,0.335303754,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,19,1,0.331030548,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,20,1,0.33273983,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,21,1,0.334093004,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,22,1,0.337013036,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,23,1,0.334021807,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,24,1,0.334733993,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,25,1,0.332597405,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,26,1,0.332597405,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,27,1,0.333380818,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,28,1,0.335303754,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,29,1,0.333167166,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,30,1,0.332383722,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,31,1,0.341784775,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,32,1,0.34135744,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,33,1,0.341428667,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,34,1,0.342639416,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,35,1,0.342639416,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,36,1,0.342639416,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,37,1,0.341215014,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,38,1,0.341998428,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,39,1,0.343351603,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,40,1,0.341927201,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,41,1,0.34342283,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,42,1,0.345132113,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,43,1,0.342568189,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,44,1,0.341856003,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,45,1,0.343209177,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,46,1,0.343209177,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,47,1,0.34313795,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,48,1,0.344277471,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,49,1,0.343565285,Logits,TRUE
Flan-T5-Base,MMLU_General,NIV2,QA,50,1,0.343066722,Logits,TRUE
