Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Flan-T5-Large,MMLU_General,NIV2,QA,40,1,0.404956907,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,41,1,0.408233047,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,42,1,0.40545544,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,43,1,0.408446699,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,44,1,0.408589125,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,45,1,0.406452537,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,46,1,0.406452537,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,47,1,0.410440862,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,48,1,0.409514993,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,49,1,0.411580384,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,50,1,0.404885679,Logits,True
