Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Flan-T5-Small,MMLU_General,NIV2,QA,39,1,0.302400112,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,40,1,0.301830351,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,41,1,0.295776665,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,42,1,0.294067383,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,43,1,0.29534933,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,44,1,0.295206904,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,45,1,0.297058612,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,46,1,0.297058612,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,47,1,0.294850796,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,48,1,0.294352263,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,49,1,0.295776665,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,50,1,0.292144448,Logits,True
