Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,8,0,0.625,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,9,0,0.663461566,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,10,0,0.634615362,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,11,0,0.634615362,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,12,0,0.625,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,13,0,0.663461566,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,14,0,0.663461566,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,15,0,0.644230783,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,16,0,0.625,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,17,0,0.605769217,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,18,0,0.644230783,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,19,0,0.615384638,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,QA,20,0,0.663461566,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,1,0,0.576923072,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,2,0,0.615384638,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,3,0,0.644230783,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,4,0,0.586538434,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,5,0,0.625,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,6,0,0.663461566,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,7,0,0.557692289,Logits,TRUE
Alpaca-13B,Conceptual_Combinations,Alpaca,Unobserved,8,0,0.625,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Default,1,0,0.647727251,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,1,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,2,0,0.647727251,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,3,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,4,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,5,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,6,0,0.647727251,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,7,0,0.630681813,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,8,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,9,0,0.625,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,10,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,11,0,0.653409064,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,12,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,13,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,14,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,15,0,0.630681813,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,16,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,17,0,0.625,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,18,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,19,0,0.636363626,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,QA,20,0,0.630681813,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,1,0,0.630681813,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,2,0,0.647727251,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,3,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,4,0,0.630681813,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,5,0,0.642045438,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,6,0,0.619318187,Logits,TRUE
Alpaca-13B,Hindu_Knowledge,Alpaca,Unobserved,7,0,0.653409064,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Default,1,0,0.5,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,1,0,0.6875,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,2,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,3,0,0.8125,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,4,0,0.833333313,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,5,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,6,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,7,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,8,0,0.791666687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,9,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,10,0,0.833333313,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,11,0,0.791666687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,12,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,13,0,0.770833313,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,14,0,0.770833313,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,15,0,0.791666687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,16,0,0.833333313,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,17,0,0.833333313,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,18,0,0.791666687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,19,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,QA,20,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,1,0,0.75,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,2,0,0.541666687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,3,0,0.541666687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,4,0,0.729166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,5,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,6,0,0.854166687,Logits,TRUE
Alpaca-13B,Known_Unknowns,Alpaca,Unobserved,7,0,0.916666687,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Default,1,0,0.225600004,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,1,0,0.199599996,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,2,0,0.194999993,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,3,0,0.188600004,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,4,0,0.188999996,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,5,0,0.191799998,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,6,0,0.179199994,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,7,0,0.189799994,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,8,0,0.186199993,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,9,0,0.172800004,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,10,0,0.188999996,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,11,0,0.178599998,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,12,0,0.186199993,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,13,0,0.177100003,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,14,0,0.177200004,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,15,0,0.177000001,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,16,0,0.192000002,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,17,0,0.192000002,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,18,0,0.179900005,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,19,0,0.182699993,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,QA,20,0,0.1787,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,1,0,0.219600007,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,2,0,0.213300005,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,3,0,0.212200001,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,4,0,0.225299999,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,5,0,0.215000004,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,6,0,0.216600001,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,7,0,0.202500001,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,8,0,0.2245,Logits,TRUE
Alpaca-13B,Language_Identification,Alpaca,Unobserved,9,0,0.218099996,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Default,1,0,0.289999992,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,1,0,0.286000013,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,2,0,0.27700001,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,3,0,0.293000013,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,4,0,0.291000009,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,5,0,0.293000013,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,6,0,0.301999986,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,7,0,0.300000012,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,8,0,0.294,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,9,0,0.280999988,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,10,0,0.291000009,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,11,0,0.275000006,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,12,0,0.298000008,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,13,0,0.291999996,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,14,0,0.291999996,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,15,0,0.303000003,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,16,0,0.300999999,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,17,0,0.291999996,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,18,0,0.296999991,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,19,0,0.305000007,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,QA,20,0,0.289999992,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,1,0,0.275999993,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,2,0,0.289000005,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,3,0,0.30399999,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,4,0,0.301999986,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,5,0,0.270000011,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,6,0,0.275000006,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,7,0,0.294,Logits,TRUE
Alpaca-13B,Logic_Grid_Puzzle,Alpaca,Unobserved,8,0,0.279000014,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Default,1,0,0.275793642,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,1,0,0.309523821,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,2,0,0.303571433,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,3,0,0.299603164,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,4,0,0.277777791,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,5,0,0.307539672,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,6,0,0.291666657,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,7,0,0.309523821,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,8,0,0.277777791,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,9,0,0.267857134,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,10,0,0.277777791,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,11,0,0.27976191,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,12,0,0.299603164,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,13,0,0.285714298,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,14,0,0.285714298,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,15,0,0.287698418,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,16,0,0.309523821,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,17,0,0.299603164,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,18,0,0.285714298,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,19,0,0.289682537,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,QA,20,0,0.299603164,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,1,0,0.303571433,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,2,0,0.271825403,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,3,0,0.25,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,4,0,0.283730149,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,5,0,0.271825403,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,6,0,0.295634925,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,7,0,0.283730149,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,8,0,0.293650806,Logits,TRUE
Alpaca-13B,Logical_Deduction,Alpaca,Unobserved,9,0,0.265873015,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Default,1,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,1,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,2,0,0.15625,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,3,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,4,0,0.21875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,5,0,0.21875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,6,0,0.25,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,7,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,8,0,0.25,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,9,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,10,0,0.21875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,11,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,12,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,13,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,14,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,15,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,16,0,0.21875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,17,0,0.21875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,18,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,19,0,0.25,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,QA,20,0,0.125,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,1,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,2,0,0.15625,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,3,0,0.1875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,4,0,0.15625,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,5,0,0.25,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,6,0,0.25,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,7,0,0.15625,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,8,0,0.21875,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,9,0,0.15625,Logits,TRUE
Alpaca-13B,Novel_Concepts,Alpaca,Unobserved,10,0,0.25,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,BC,1,0,0.492647052,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,BC,2,0,0.574448526,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Default,1,0,0.555147052,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,1,0,0.452818632,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,2,0,0.371936262,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,3,0,0.387867659,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,4,0,0.44454658,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,5,0,0.369178921,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,6,0,0.377144605,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,7,0,0.374387264,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,8,0,0.631127477,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,9,0,0.369178921,Logits,TRUE
Alpaca-13B,Play_Dialog,Alpaca,Unobserved,10,0,0.387254894,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,1,0,0.696428597,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,2,0,0.678571403,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,3,0,0.660714269,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,4,0,0.732142866,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,5,0,0.678571403,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,6,0,0.678571403,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,7,0,0.714285731,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,8,0,0.696428597,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,9,0,0.803571403,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,10,0,0.607142866,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,BC,11,0,0.732142866,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,Default,1,0,0.535714269,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,Unobserved,1,0,0.660714269,Logits,TRUE
Alpaca-13B,Strange_Stories,Alpaca,Unobserved,2,0,0.553571403,Logits,TRUE
