Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Flan-T5-Small,MMLU_General,MMLU,Unobserved,35,0,0.290984183549881,Logits,True
Flan-T5-Small,MMLU_General,MMLU,Unobserved,36,0,0.3072212040424347,Logits,True
Flan-T5-Small,MMLU_General,MMLU,Unobserved,37,0,0.3022361397743225,Logits,True
Flan-T5-Small,MMLU_General,MMLU,Unobserved,38,0,0.29148268699645996,Logits,True
Flan-T5-Small,MMLU_General,MMLU,Unobserved,39,0,0.30394530296325684,Logits,True
Flan-T5-Small,MMLU_General,MMLU,Unobserved,40,0,0.2934767007827759,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,1,0,0.296752602,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,2,0,0.299173921,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,3,0,0.297251105,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,4,0,0.297749609,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,5,0,0.296396524,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,6,0,0.296396524,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,7,0,0.297535956,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,8,0,0.300455779,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,9,0,0.294544935,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,10,0,0.2968238,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,11,0,0.26791054,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,12,0,0.277453363,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,13,0,0.276313901,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,14,0,0.276741207,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,15,0,0.273536533,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,16,0,0.26762569,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,17,0,0.276598781,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,18,0,0.275459349,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,19,0,0.277880639,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,20,0,0.277026057,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,21,0,0.295399517,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,22,0,0.300313354,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,23,0,0.301167935,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,24,0,0.300455779,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,25,0,0.296681374,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,26,0,0.296538949,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,27,0,0.297464758,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,28,0,0.299672425,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,29,0,0.299245119,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,30,0,0.298675388,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,31,0,0.302592218,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,32,0,0.301666439,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,33,0,0.303019524,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,34,0,0.303161949,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,35,0,0.300170928,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,36,0,0.299672425,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,37,0,0.301381558,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,38,0,0.301666439,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,39,0,0.301452786,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,40,0,0.302449793,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,41,0,0.295399517,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,42,0,0.295826793,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,43,0,0.299957275,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,44,0,0.300099701,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,45,0,0.298390538,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,46,0,0.296895027,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,47,0,0.300313354,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,48,0,0.298675388,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,49,0,0.299743623,Logits,True
Flan-T5-Small,MMLU_General,NIV2,QA,50,0,0.29860419,Logits,True
