Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Flan-T5-Large,MMLU_General,NIV2,QA,27,0,0.4096994698047638,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,28,0,0.4099843204021454,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,29,0,0.40820395946502686,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,30,0,0.40848881006240845,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,31,0,0.40841761231422424,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,32,0,0.40777668356895447,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,33,0,0.40791910886764526,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,34,0,0.4072069525718689,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,35,0,0.41026920080184937,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,36,0,0.40856003761291504,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,37,0,0.40848881006240845,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,38,0,0.40856003761291504,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,39,0,0.40799030661582947,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,40,0,0.409058541059494,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,41,0,0.41034039855003357,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,42,0,0.4096282720565796,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,43,0,0.41026920080184937,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,44,0,0.41026920080184937,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,45,0,0.4096994698047638,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,46,0,0.41062527894973755,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,47,0,0.4120495617389679,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,48,0,0.409557044506073,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,49,0,0.41041162610054016,Logits,True
Flan-T5-Large,MMLU_General,NIV2,QA,50,0,0.41119498014450073,Logits,True
